Ville,prixMoyenProduits,fraisMoyen
aiuaba,109.7,37.68
santa terezinha de itaipu,109.64666666666666,16.39
tres coracoes,109.60560975609758,23.960731707317073
capim grosso,109.578,22.578
cansancao,109.56571428571428,33.058571428571426
paco do lumiar,109.48285714285714,34.221428571428575
sao jose da coroa grande,109.45,35.445
santa lucia,109.4475,21.24
jales,109.41551724137932,19.784827586206895
rubiacea,109.4,15.675
sao goncalo do rio preto,109.39666666666669,23.236666666666665
surubim,109.374,32.87
ouro preto do oeste,109.3725,70.2475
conchal,109.22315789473683,20.507368421052632
cruzeiro,109.09821428571429,24.094107142857144
presidente getulio,109.02999999999999,31.991666666666664
herveiras,109.0,16.52
nova veneza,108.97714285714285,18.15142857142857
itaberaba,108.91599999999998,19.702999999999996
japaraiba,108.9,23.56
arenopolis,108.9,20.0
campos gerais,108.81199999999998,27.022000000000002
barao de cocais,108.80000000000001,27.474444444444444
suzano,108.73334763948489,16.025193133047214
corupa,108.6625,33.445
ibipora,108.61500000000001,23.955000000000002
louveira,108.5868181818182,18.60772727272727
pinheiro machado,108.578,34.083999999999996
roque gonzales,108.576,20.145999999999997
santa gertrudes,108.56454545454545,25.16727272727273
cordeiro,108.53583333333331,20.565416666666668
minas novas,108.4425,18.3425
goianinha,108.43333333333332,43.13666666666668
bom jardim de minas,108.35875,25.18875
orindiuva,108.356,17.562
guaracai,108.298,45.124
campinapolis,108.28666666666668,20.743333333333336
sao joao,108.2575,20.003333333333334
avanhandava,108.24,21.092857142857145
sao gabriel da palha,108.21538461538461,25.064615384615387
sericita,108.16,18.65
guararema,108.14181818181818,16.44090909090909
tramandai,108.14079999999998,23.456
itabirinha,108.0,49.41
ajapi,108.0,13.34
barra do mendes,107.99666666666667,19.763333333333335
itapevi,107.93476470588229,16.485294117647054
rio formoso,107.8,26.665
capitao,107.8,38.7
ouro branco,107.78609756097562,21.086829268292682
paranaiba,107.74866666666667,21.424
floresta,107.67000000000002,32.21909090909091
garca,107.6217857142857,20.141785714285714
caninde,107.56333333333333,28.136666666666667
itaocara,107.54062499999999,20.115625
santo eduardo,107.5,22.53
tabapora,107.45,35.585
carnaubal,107.44500000000001,25.495
lunardelli,107.445,17.595
arapoti,107.4411111111111,34.882222222222225
ijui,107.39326923076925,24.725192307692307
santa adelia,107.31,16.760666666666665
guanhaes,107.30277777777776,21.23888888888889
campestre,107.23333333333335,20.873333333333335
augustinopolis,107.0,37.89
mercedes,106.95,26.240000000000002
anhembi,106.9,13.19
queluz,106.87,18.08
goianira,106.72625,25.494999999999997
sao goncalo do amarante,106.71249999999999,35.38916666666667
sabara,106.70904761904764,20.29952380952381
pinheiro,106.69999999999999,31.607499999999998
teutonia,106.68571428571428,23.75857142857143
juruena,106.63333333333333,24.826666666666664
inaja,106.575,24.0825
colatina,106.5463076923077,25.034
santa helena,106.4875,34.83666666666667
rodeio bonito,106.4,25.82
sao leopoldo,106.3910576923077,20.774134615384618
dores do indaia,106.36714285714287,26.32714285714286
venancio aires,106.33153846153847,22.623846153846156
ariranha,106.298,23.156
sumidouro,106.06799999999998,26.528999999999996
matinhos,106.00555555555557,25.06222222222222
joaquim tavora,105.99333333333334,24.676666666666666
itabela,105.9725,26.520000000000003
ita,105.96333333333332,16.713333333333335
mantenopolis,105.9475,19.8075
sao geraldo,105.945,31.0075
guaramirim,105.92923076923077,27.629230769230766
gramado,105.87466666666666,21.557000000000002
alvarenga,105.5,17.055
quirinopolis,105.42499999999998,22.417857142857137
quedas do iguacu,105.28125,23.52375
campo largo,105.2672972972973,22.44108108108108
pedrinhas paulista,105.2175,16.1525
maravilhas,105.2025,23.8875
itacare,105.17375,23.925
bacuri,105.14,42.93
cristiano otoni,105.1,34.59
guaira,105.09348837209303,20.553720930232558
pombos,105.0,26.43
quatituba,105.0,9.85
tobias barreto,104.995,27.265
dois riachos,104.99,47.26
coelho neto,104.96666666666665,34.56666666666667
acegua,104.95,36.245000000000005
coroados,104.95,14.72
sanclerlandia,104.9475,22.6375
conrado,104.9,21.22
lupionopolis,104.875,19.51
itapecerica,104.86769230769231,18.49230769230769
euclides da cunha,104.83599999999998,20.288
cocalinho,104.7175,39.42249999999999
salto veloso,104.7,19.5675
belo vale,104.60000000000001,20.226666666666667
vila muriqui,104.53714285714285,17.812857142857144
tocantinopolis,104.52142857142857,30.804285714285715
imbe de minas,104.5,18.405
leandro ferreira,104.45,19.6
passos maia,104.45,19.6
campo limpo paulista,104.44458333333334,17.24791666666667
gandu,104.425,22.4375
rolante,104.415,23.613999999999997
santo hipolito,104.4,15.48
itatim,104.23,29.256666666666664
caxambu,104.15470588235291,27.96058823529412
camaragibe,104.0822857142857,32.000571428571426
santa ernestina,104.08,35.985
igreja nova,104.0,53.955
horizonte,103.998,23.883999999999997
palma,103.9725,22.04
divino de sao lourenco,103.97,45.19
carandai,103.95454545454545,22.08545454545455
milha,103.95,40.199999999999996
bicas,103.95,20.128571428571426
lindoia do sul,103.9,16.32
ribeirao bonito,103.89857142857143,16.975714285714286
dias d'avila,103.89333333333333,24.680000000000003
sao jose da bela vista,103.61333333333334,22.74333333333333
camapua,103.54833333333333,18.84166666666667
travessao,103.52250000000001,24.085
diadema,103.49732394366188,16.19760563380282
soledade,103.46125,51.59
riachao das neves,103.44500000000001,20.439999999999998
mendes,103.39583333333333,22.436666666666667
arace,103.35,19.445
sao lourenco da mata,103.32166666666667,35.02833333333333
sao tomas de aquino,103.26666666666667,24.253333333333334
tuparetama,103.26666666666665,42.63
teofilo otoni,103.2564,24.565333333333335
sao jose de ribamar,103.20142857142858,30.432142857142857
santa cruz cabralia,103.176,17.860000000000003
monte carlo,103.16666666666667,21.123333333333335
sertao,103.16333333333334,33.62
arcoverde,103.16,32.32
curaca,102.96666666666665,77.78
uruacu,102.94235294117648,32.779411764705884
dores do rio preto,102.94,28.6425
pocoes de paineiras,102.89000000000001,43.06
reserva,102.86666666666667,20.983333333333334
aguas da prata,102.828,22.929
sao gabriel,102.73260869565217,20.30304347826087
brejo da madre de deus,102.7,25.482499999999998
ouro verde,102.65666666666665,16.023333333333333
barra do pirai,102.65574074074074,19.453518518518518
alto alegre,102.63,19.506666666666664
alem paraiba,102.52,24.205714285714286
coronel fabriciano,102.48048780487804,18.897073170731705
carlinda,102.45,20.384999999999998
tacaratu,102.44500000000001,29.38
agronomica,102.435,38.315
tupaciguara,102.40076923076923,24.165384615384614
angatuba,102.34375,20.535
conceicao da barra,102.29,30.573333333333334
eliseu martins,102.245,33.52
santa cruz da conceicao,102.225,16.8425
jequitai,102.09,19.56
palmital,102.06105263157895,20.243157894736843
brodowski,102.054,20.405
imigrante,101.96666666666665,17.15
estreito,101.96333333333332,40.58666666666667
riacho das almas,101.95,32.435
teodoro sampaio,101.89769230769231,18.193846153846156
urubici,101.89666666666666,24.296666666666667
maria da fe,101.84999999999998,20.033333333333335
cerro largo,101.83857142857143,27.84857142857143
itaipava,101.71000000000001,28.294999999999998
inubia paulista,101.66000000000001,13.24
brasil novo,101.63333333333333,30.400000000000002
guzolandia,101.62,41.69
aracruz,101.60175000000001,25.972749999999998
saquarema,101.58804347826087,24.248695652173915
sao pedro da aldeia,101.57456521739131,22.620434782608694
conceicao do castelo,101.566,30.034000000000002
goitacazes,101.48545454545454,24.718181818181815
sao jose do goiabal,101.45,22.384999999999998
bodoco,101.4,33.114999999999995
santa ines,101.38533333333334,52.52666666666666
charqueadas,101.25941176470587,23.741764705882353
jacare,101.255,17.817500000000003
sao bonifacio,101.0,15.46
jacui,100.935,18.0325
ituiutaba,100.87036363636365,22.671454545454548
sao miguel arcanjo,100.85307692307694,17.89923076923077
pinhalzinho,100.82285714285713,21.946666666666665
oscar bressane,100.60000000000001,12.71
bom repouso,100.57249999999999,21.415
urbano santos,100.35799999999999,40.44
itambacuri,100.295,21.02
pirai do sul,100.21499999999999,23.281666666666666
assis chateaubriand,100.02583333333332,18.8325
rubineia,100.0,12.2
fortaleza dos valos,100.0,19.95
mussurepe,99.99,17.95
campo alegre de lourdes,99.99,24.9
brasopolis,99.99,15.91
japaratuba,99.99,38.25
barrocas,99.99,18.27
fragosos,99.99,15.91
bonito de minas,99.99,15.45
banzae,99.99,27.43
silvano,99.99,17.95
tibau do sul,99.99,44.8
claro dos pocoes,99.99,23.69
nazare da mata,99.99,14.57
santa maria do herval,99.99,15.45
santa clara d'oeste,99.99,15.45
brejo,99.99,38.25
prata,99.95272727272727,22.41909090909091
cumari,99.95,14.805
nova cantu,99.95,17.205
herval,99.94500000000001,18.88
umburanas,99.9,23.85
nova ubirata,99.9,23.85
sao vitor,99.9,21.19
cajueiro,99.9,38.25
frei rogerio,99.9,21.19
novais,99.9,12.09
coronel pacheco,99.9,0.0
olhos d'agua,99.9,19.94
orobo,99.9,42.73
douradina,99.9,18.75
nova timboteua,99.9,33.15
caridade,99.9,0.0
felisburgo,99.9,23.57
sao pedro do butia,99.9,16.29
sao miguel do guapore,99.86,55.697500000000005
sao tiago,99.854,17.436
sao francisco de itabapoana,99.85066666666667,21.243333333333332
florestal,99.83333333333333,27.656666666666666
esperantina,99.82000000000001,38.588
alexandrita,99.8,30.2
marmeleiro,99.77714285714286,23.505714285714284
ibicoara,99.73333333333333,20.21333333333333
cajamar,99.73000000000002,17.423737373737374
vila flor,99.73,38.25
nova santa rosa,99.72,24.435000000000002
sao sebastiao da boa vista,99.45,32.85
tunas do parana,99.45,17.200000000000003
capetinga,99.45,20.235
pains,99.44333333333333,36.14666666666667
sao joao do paraiso,99.42166666666667,26.245
zacarias,99.4,15.525
clementina,99.38499999999999,18.86
sao jose do vale do rio preto,99.35083333333334,27.954166666666666
coluna,99.29333333333334,15.56
pantano grande,99.26333333333334,17.046666666666667
carapicuiba,99.18732307692298,15.480307692307694
santa isabel,99.15379310344828,14.27551724137931
conceicao do almeida,99.0,21.14
palhano,99.0,37.6
formosa da serra negra,99.0,56.5
barra do rio azul,99.0,49.71
anguera,99.0,45.99
paulistania,99.0,17.94
varzea,98.99,51.19
arraias,98.95,28.165
sao felix do araguaia,98.8,35.84
novo barreiro,98.795,17.22
passos,98.77395348837211,21.91930232558139
sao pedro do sul,98.7,23.27
gentio do ouro,98.7,22.4
camutanga,98.60000000000001,29.846666666666668
fernando prestes,98.58,17.516666666666666
serra dourada,98.57,18.53
flor da serra do sul,98.55000000000001,17.48
ribeirao claro,98.538,34.222
marau,98.51545454545455,21.120454545454546
cruz alta,98.50312500000001,21.4009375
cravinhos,98.49791666666665,19.765416666666667
santo antonio das missoes,98.4725,25.3575
icem,98.44111111111111,17.518888888888892
diorama,98.435,35.025
ipiau,98.40125,37.6025
jandira,98.33892857142858,16.64095238095238
candido mota,98.330625,15.675625
balneario barra do sul,98.32499999999999,22.330000000000002
oroco,98.3,31.52
ibimirim,98.26333333333332,25.746666666666666
angulo,98.23333333333335,33.120000000000005
cameta,98.2,32.262499999999996
carneirinho,98.16666666666667,16.843333333333334
leopoldina,98.10411764705883,21.790588235294116
mirandopolis,98.07615384615384,20.032307692307693
dom silverio,98.06,22.97
santa albertina,98.05571428571429,20.575714285714287
verissimo,98.04,19.63
vermelho,98.0,18.79
jaguaribara,98.0,27.23
governador mangabeira,98.0,18.26
lago verde,98.0,36.01
quatro barras,97.9811111111111,17.564999999999998
barra do turvo,97.96666666666665,28.86666666666667
congonhas,97.95366666666668,22.674
urucuca,97.95,30.685000000000002
caldas,97.94000000000001,26.448
chapada gaucha,97.9225,34.08
aramina,97.9,13.71
sao jose do ribeirao,97.9,17.94
bebedouro,97.89980392156865,22.502352941176472
mirai,97.86777777777777,33.96888888888889
paraopeba,97.85222222222222,20.674444444444443
una,97.756,24.312
novo sao joaquim,97.53333333333335,23.346666666666664
mambore,97.53,18.528750000000002
senges,97.47800000000001,31.622000000000003
palmeira das missoes,97.469375,24.000625
cruzalia,97.46666666666665,18.616666666666667
sarandi,97.44869565217392,17.473478260869566
couto de magalhaes,97.445,23.87
arraial d'ajuda,97.42750000000001,24.55625
vinhedo,97.37095744680852,16.65914893617021
sao jose do cedro,97.31800000000001,22.436
americano do brasil,97.16333333333334,18.26666666666667
iguape,97.11214285714287,18.259285714285713
coroata,97.05333333333334,50.55444444444444
casa branca,97.04461538461538,17.79230769230769
macaubas,97.0411111111111,39.30888888888889
santo antonio do leverger,97.0,27.41
eugenio de castro,97.0,14.76
uruguaiana,96.95750000000002,22.055000000000003
sao joao do ivai,96.95,17.83
sao francisco do sul,96.94588235294117,21.45235294117647
itapissuma,96.93333333333334,26.686666666666667
trajano de moraes,96.89750000000001,17.232499999999998
lourdes,96.85,15.07
nova bassano,96.81,21.1325
ananas,96.8,25.96
quatis,96.738,26.836000000000002
vila flores,96.63,57.53666666666666
maranguape,96.62333333333333,18.553333333333335
monte santo de minas,96.58666666666666,16.52444444444444
medina,96.53166666666665,19.201666666666664
mata roma,96.5,33.955
floreal,96.44500000000001,16.055
aluminio,96.31923076923077,19.114615384615384
ubaporanga,96.25999999999999,23.97666666666667
jaguaquara,96.2,22.369999999999997
munhoz,96.1675,23.1125
coromandel,96.15719999999999,21.7792
feira nova,96.15599999999999,33.798
ibaiti,96.12363636363638,18.798181818181817
ingai,96.0,13.38
sao lourenco da serra,95.99583333333334,17.090000000000003
lorena,95.96409638554218,18.151686746987952
ajuricaba,95.95,26.735
pompeu,95.92545454545453,24.226363636363637
guaicara,95.90375,18.791249999999998
benedito leite,95.9,38.22
nanuque,95.83879999999999,20.9912
diogo de vasconcelos,95.81,26.545
ilha solteira,95.80999999999999,16.470416666666665
aguas claras,95.8,21.16
iapu,95.78750000000001,28.695
ibiam,95.7475,19.3375
jacarei,95.7467875647668,15.368704663212435
sao pedro da uniao,95.63,54.916666666666664
divino,95.60642857142855,19.516428571428573
francisco morato,95.56438775510206,14.448979591836732
divisa alegre,95.495,20.68
tupandi,95.33,25.016666666666666
pereiro,95.29666666666667,31.28333333333333
porto belo,95.14666666666666,24.77777777777778
aimores,95.137,19.24
santo antonio da platina,95.05083333333334,33.685833333333335
ivoti,95.00846153846153,20.947692307692307
ferreiros,95.0,38.94
ipiranga do norte,95.0,19.83
sao benedito do rio preto,95.0,38.22
balneario arroio do silva,94.97,17.697499999999998
ipu,94.97,41.33
iraucuba,94.94500000000001,27.119999999999997
goiandira,94.9,18.23
coremas,94.89666666666666,27.633333333333336
ribeirao pires,94.85635514018692,15.242990654205608
monte aprazivel,94.81099999999999,23.839
rio das pedras,94.78545454545456,17.170909090909092
descalvado,94.74923076923075,15.986923076923075
capinopolis,94.74363636363637,21.433636363636364
ruy barbosa,94.70857142857142,36.884285714285724
tupancireta,94.69250000000001,22.685000000000002
riacho dos machados,94.66666666666667,15.75
urai,94.63333333333333,16.830000000000002
motuca,94.63333333333333,12.783333333333333
bom jesus dos perdoes,94.63117647058823,18.355294117647055
piedade de caratinga,94.58142857142857,19.68
cruzilia,94.475,17.34
ipojuca,94.42352941176469,20.0
itapoa,94.40777777777777,26.453333333333333
medeiros neto,94.32000000000001,19.57857142857143
paicandu,94.316,16.306
pirapozinho,94.24071428571429,18.79285714285714
nova granada,94.2278947368421,17.48
faxinal,94.22777777777777,16.40888888888889
araucaria,94.18703703703706,21.662407407407407
santo antonio do amparo,94.18,25.0775
itu,94.12614814814813,14.896666666666668
balneario gaivota,94.10000000000001,15.606666666666667
arinos,94.00874999999999,25.96875
antonio prado de minas,94.0,17.403333333333332
caracol,94.0,17.1
wenceslau braz,94.0,31.255000000000003
ipixuna do para,94.0,27.494999999999997
belmonte,93.845,37.43
buri,93.83200000000001,16.506999999999998
rio largo,93.78500000000001,21.721666666666664
borborema,93.6611111111111,14.733333333333333
tucano,93.58624999999999,27.61125
ararica,93.5,32.5
santos dumont,93.46818181818183,22.876363636363635
montezuma,93.44500000000001,16.73
alexania,93.33399999999999,20.315999999999995
getulio vargas,93.32624999999999,21.66625
taua,93.31299999999999,31.824
cachoeiras de macacu,93.25,19.10285714285714
severinia,93.226,18.064
itapemirim,93.175,21.66
rio das flores,93.11333333333334,17.834999999999997
cornelio procopio,93.09041666666667,19.642083333333332
sao carlos do ivai,93.0,26.95
sao jose do cerrito,92.96333333333332,18.150000000000002
raul soares,92.95916666666666,20.188333333333333
alvares florence,92.88,20.735
franco da rocha,92.86422018348624,16.248899082568805
vila pereira,92.8,16.41
utinga,92.756,24.534
gaurama,92.62666666666667,26.243333333333336
araci,92.62333333333333,26.790000000000003
abare,92.595,19.77
imbituva,92.58375000000001,21.62375
pedro de toledo,92.56777777777778,19.997777777777777
jaguariaiva,92.53222222222222,27.641111111111112
acopiara,92.52428571428571,36.28571428571429
lagoa formosa,92.50999999999999,39.19285714285714
aratiba,92.5,13.99
aguas lindas de goias,92.49624999999999,23.70375
goianorte,92.495,22.255
indiara,92.4775,19.89
santa rita do ibitipoca,92.35,16.055
epitaciolandia,92.34,47.18
tres cachoeiras,92.32428571428571,26.450000000000006
centenario do sul,92.2825,24.055000000000003
sao francisco do conde,92.26666666666667,30.176666666666666
oeiras,92.24000000000001,41.745000000000005
granja,92.136,47.924
terra rica,92.09571428571428,17.851428571428567
cerro grande do sul,92.0,19.18
caete,91.96185185185186,24.817777777777774
italva,91.85642857142857,19.305
raposos,91.77454545454545,26.16272727272727
tuparendi,91.745,53.815
jaguare,91.70357142857142,23.895
santaluz,91.63,19.69333333333333
potirendaba,91.48,30.197777777777773
pontal,91.44833333333334,19.639166666666668
candeias,91.41130434782609,24.059565217391306
agua doce do norte,91.37,24.51
ivate,91.32666666666667,28.12
vargem alegre,91.29666666666667,16.373333333333335
apiai,91.26166666666667,27.895
viamao,91.16575342465755,21.052465753424656
sao lourenco do oeste,91.137,23.242
orizona,91.135,18.378333333333334
santanesia,91.125,18.77
vista alegre do alto,90.99666666666667,18.22666666666667
barra do tarrachil,90.96666666666665,29.013333333333335
cananeia,90.95750000000001,13.903749999999999
botuvera,90.95,16.634999999999998
icapui,90.85,31.468
hidrolina,90.735,18.744999999999997
sao sepe,90.72500000000001,25.22666666666667
sao marcos,90.71333333333334,19.815555555555555
jeceaba,90.705,23.213333333333335
joao neiva,90.61625000000001,23.30875
madre de deus,90.47428571428573,27.631428571428565
dom feliciano,90.41,36.779999999999994
serafina correa,90.40666666666668,25.413333333333338
barreirinhas,90.355,32.3275
araquari,90.29545454545455,26.55545454545455
candido de abreu,90.2,19.78
pradopolis,90.1,18.031
sao bento do sapucai,90.07714285714285,22.502857142857142
santa rosa,90.06181818181818,21.061212121212122
senador la rocque,90.0,34.43
manaira,90.0,57.4
novo itacolomi,90.0,32.22
paranapoema,89.99,50.5
marilena,89.99,17.88
pontes gestal,89.99,45.09
peixe,89.99,27.17
brejo dos santos,89.99,35.95
tapinas,89.99,45.09
vitorinos,89.99,15.38
conquista d'oeste,89.99,64.05
britania,89.99,15.38
palmopolis,89.99,23.21
cajapio,89.99,59.17
canapolis,89.90833333333335,15.944999999999999
redencao da serra,89.9,16.33
sao jorge d'oeste,89.9,21.12
ilicinea,89.9,15.38
rancho alegre,89.9,12.76
itabi,89.9,51.13
coronel sapucaia,89.9,16.33
atilio vivacqua,89.9,17.88
braunas,89.9,15.38
riversul,89.9,12.13
cujubim,89.9,43.04
retirolandia,89.9,27.1
coronel joao pessoa,89.9,34.43
estrela do sul,89.9,15.38
santa leopoldina,89.9,17.88
jaupaci,89.9,15.38
coite do noia,89.9,21.11
guapirama,89.9,17.88
machados,89.9,52.76
pedras altas,89.9,15.38
contenda,89.9,14.71
lamim,89.9,18.73
vargem grande do soturno,89.9,21.12
macaubal,89.8,32.11
diamantina,89.78814814814814,17.912962962962965
capela nova,89.77,31.5
planalto,89.74222222222221,18.741111111111113
senador amaral,89.73,24.27
iguatama,89.725,21.665000000000003
regente feijo,89.701,19.130000000000003
sales oliveira,89.69166666666666,14.931666666666665
itamari,89.66000000000001,18.669999999999998
fonseca,89.65,17.88
cachoeira dourada,89.60000000000001,19.63
atalaia,89.58,48.07
novo cruzeiro,89.5311111111111,18.12111111111111
guaranesia,89.50888888888888,18.583333333333332
mato leitao,89.5,23.794999999999998
fruta de leite,89.45,16.63
peixoto de azevedo,89.425,33.464999999999996
brotas,89.42333333333333,16.400000000000002
urussanga,89.36800000000001,18.939999999999998
oeiras do para,89.32499999999999,34.405
pedra,89.22666666666667,27.37
itapecerica da serra,89.17122448979592,15.37826530612245
aguas mornas,89.15,15.37
taparuba,89.0,15.37
coronel domingos soares,89.0,17.87
aquidaba,89.0,24.55
lucena,89.0,38.17
vanini,89.0,17.87
general camara,89.0,17.87
arapua,89.0,23.77
sao goncalo do abaete,88.995,19.244999999999997
roca sales,88.95,29.630000000000003
martins,88.94500000000001,36.21
castelo,88.93333333333334,21.674444444444443
alto alegre do maranhao,88.9,34.42
bilac,88.815,21.42375
jari,88.7,16.6025
janiopolis,88.65666666666668,16.75
santiago,88.64230769230768,25.76923076923077
cabeceira grande,88.63,27.62
setubinha,88.63,20.959999999999997
rio novo do sul,88.61333333333333,20.034999999999997
cubatao,88.5573417721519,14.878354430379748
florida paulista,88.4475,15.684999999999999
rio das antas,88.4,18.49
rio brilhante,88.3890909090909,20.26181818181818
sao cristovao,88.38428571428572,40.24857142857143
recreio,88.32666666666667,23.069999999999997
itamonte,88.315,22.191
carazinho,88.3013043478261,18.948260869565214
sangao,88.26333333333332,17.153333333333332
quintana,88.25,20.7125
sao fidelis,88.22826086956522,24.703043478260874
caiaponia,88.195,19.0475
mari,88.18333333333334,26.083333333333332
cidade ocidental,88.17250000000001,21.39875
xavantina,88.01,20.845
forquilhinha,87.98846153846154,24.948461538461537
bom jesus das selvas,87.95,62.76
nonoai,87.95,38.385000000000005
campo alegre de goias,87.94500000000001,32.19
sao joao do triunfo,87.90666666666668,26.560000000000002
chacara,87.85,25.29
sao jose da vitoria,87.825,25.055
firminopolis,87.64142857142858,31.28714285714286
vera,87.59666666666668,24.48333333333333
frecheirinha,87.545,19.310000000000002
xexeu,87.5,38.66
palmeiras,87.475,58.675
carutapera,87.45,38.165
celina,87.45,16.665
governador portela,87.44999999999999,20.052500000000002
sitio novo,87.44500000000001,27.195
campo belo,87.4447619047619,18.189047619047617
sao joao da mata,87.39,26.805
sao tome,87.35333333333334,29.44333333333334
palotina,87.27599999999998,19.301
nova alvorada,87.26666666666667,23.360000000000003
jaragua,87.23857142857142,20.62857142857143
palmares do sul,87.154,16.526000000000003
forquilha,87.1175,32.245
rio grande da serra,87.08846153846153,16.049615384615386
santo cristo,87.06428571428572,22.389999999999997
costa rica,86.97166666666668,19.186666666666664
salto de pirapora,86.96846153846155,15.045384615384618
bela vista de goias,86.95142857142856,20.669999999999998
sao luis do curu,86.95,42.405
ipe,86.95,27.66
brumadinho,86.855,20.654230769230768
bituruna,86.676,32.970000000000006
capao do cipo,86.66666666666667,46.99666666666667
paraibano,86.63666666666667,54.333333333333336
visconde do rio branco,86.5188888888889,21.962222222222223
miracema,86.48631578947368,19.93315789473684
arandu,86.375,27.5375
cambara,86.317,23.288999999999998
rio negrinho,86.24538461538462,20.04153846153846
comendador levy gasparian,86.24142857142856,20.409999999999997
dois vizinhos,86.05428571428571,21.120714285714286
varzea nova,86.0,22.53
sao mamede,86.0,51.1
moncao,85.99,57.37
senador canedo,85.97312500000001,25.919999999999998
jose de freitas,85.96666666666665,30.84
pongai,85.95,21.3125
vitoria do jari,85.95,51.32
irara,85.94500000000001,25.465
novo brasil,85.9,17.85
sertania,85.82249999999999,34.1575
piquete,85.67666666666668,18.162222222222223
sao francisco de paula,85.66857142857143,19.774285714285718
ascurra,85.65,17.9125
major vieira,85.63,24.046666666666667
ladainha,85.57,19.535
campanha,85.54142857142857,26.782857142857146
ibirarema,85.376,14.262
iacu,85.17500000000001,39.7875
nova soure,85.17333333333333,23.30333333333333
pitangueiras,85.16375,17.00125
piquerobi,85.0,27.45
deputado irapuan pinheiro,84.99000000000001,34.51
santo antonio das queimadas,84.99,27.13
lagoa do piaui,84.99,21.39
major porto,84.99,15.34
entre folhas,84.99,21.08
montadas,84.99,35.91
cotegipe,84.99,18.16
janduis,84.99,34.39
nova esperanca do sudoeste,84.99,15.34
vila nova do sul,84.99,16.35
ibicarai,84.976,26.944
ipora do oeste,84.97500000000001,17.563333333333333
bady bassitt,84.95714285714284,15.857142857142858
jandaira,84.94500000000001,28.155
carmo do rio verde,84.945,18.215
sao roque de minas,84.945,20.325
nova erechim,84.92999999999999,17.330000000000002
emilianopolis,84.92500000000001,14.32
serra branca,84.9,57.36
perola independente,84.9,19.56
urucurituba,84.9,36.57
cachoeira da prata,84.9,22.314999999999998
santa brigida,84.9,19.83
guaraciaba,84.89999999999999,21.87
restinga seca,84.89666666666668,23.213333333333335
santa branca,84.86222222222221,21.065555555555555
olho d'agua das flores,84.82666666666667,30.53
itatiaia,84.80333333333334,19.76833333333333
monte castelo,84.75,17.02
roseira,84.73599999999999,13.292000000000002
capanema,84.65153846153845,34.75153846153846
urupa,84.52333333333333,49.879999999999995
sao domingos do prata,84.4725,21.775000000000002
tangua,84.14666666666666,21.86
alterosa,84.10000000000001,18.78
nova olimpia,84.0,52.019999999999996
passo de torres,83.99857142857142,20.467142857142854
david canabarro,83.94,27.445
cotriguacu,83.83,26.409999999999997
engenheiro coelho,83.80538461538461,11.136153846153848
senador salgado filho,83.8,18.69
aramari,83.7,27.58
papanduva,83.67624999999998,25.905
pouso alto,83.66666666666667,17.27
cordeiropolis,83.628125,22.9525
alto boa vista,83.6,32.798
macedonia,83.55250000000001,13.555
pilar do sul,83.53,18.58
luz,83.45,16.815
cardoso moreira,83.33666666666666,19.476666666666667
torres,83.30764705882353,24.53470588235294
morungaba,83.24142857142856,17.947142857142858
pedra azul,83.224,25.536
porangaba,83.195,14.620000000000001
ubirata,83.16857142857144,24.178571428571427
caetanopolis,83.07125,17.63125
riqueza,82.96666666666667,17.926666666666666
sume,82.96333333333332,38.5
vigia,82.92999999999999,34.62
ouro verde de goias,82.9,15.33
guaruja do sul,82.85999999999999,16.0475
presidente bernardes,82.80833333333334,21.203333333333333
tres forquilhas,82.8,15.33
anicuns,82.74125000000001,18.4075
nova londrina,82.61444444444444,22.55888888888889
pien,82.6,18.7425
pirauba,82.59,19.973333333333333
acaiaca,82.45,21.5
ataleia,82.4,17.945
horizontina,82.36285714285714,22.715714285714284
marituba,82.33933333333333,30.960666666666672
bastos,82.32941176470588,16.13764705882353
jambeiro,82.315,16.445
sao jose do ouro,82.276,19.142000000000003
general salgado,82.265,15.615
ibiassuce,82.25,26.96
lindoeste,82.15,16.975
santa salete,81.99,13.01
agua santa,81.95,31.845
nova monte verde,81.92999999999999,28.38
antonio carlos,81.9,16.15
coribe,81.87125,20.22625
porecatu,81.71333333333332,21.698888888888888
japura,81.7,22.608
lavinia,81.7,15.9025
matrincha,81.645,21.945
euclides da cunha paulista,81.625,11.57
capitao leonidas marques,81.55600000000001,20.862000000000002
paramirim,81.536,29.558000000000003
jaguaruna,81.45,16.994999999999997
alianca do tocantins,81.395,50.605
sao jeronimo,81.39285714285714,22.798571428571428
macambara,81.37,21.490000000000002
itaituba,81.29333333333334,49.583333333333336
mangaratiba,81.23666666666666,20.798333333333332
ivinhema,81.23,21.709999999999997
timbauba,81.0957142857143,33.825714285714284
assare,81.0,37.26
nazareno,80.9,14.23
panelas,80.89500000000001,24.35
panorama,80.878,14.05
piritiba,80.78166666666667,24.254999999999995
anta,80.62666666666667,16.55
teixeiras,80.59666666666666,20.67833333333333
treze tilias,80.51454545454546,24.88181818181818
ichu,80.49000000000001,18.47
pedreira,80.37777777777777,13.824722222222222
jaboti,80.35,18.130000000000003
agua branca,80.338,51.882000000000005
carai,80.31166666666667,24.136666666666667
general carneiro,80.296,19.407999999999998
sao jose do turvo,80.23333333333333,14.886666666666665
brauna,80.15799999999999,16.312
